label,text
Sports,A wide range of sports were already established by the time of Ancient Greece and the military culture and the development of sport in Greece influenced one another considerably.
Sports,"Many leagues also use playoffs, where after teams compete in a regular season in a league format, the top teams (possibly determined by conference or division) advance to the playoffs."
Sports,"Other countries where the game is important include South Korea (where their league has its own posting system with Major League Baseball), Taiwan, Mexico, Latin America, and the Caribbean states."
Sports,"However, not all disabled sports are adapted; several sports that have been specifically created for people with a disability have no equivalent in able-bodied sports."
Sports,Winning can be determined by physical events such as scoring goals or crossing a line first.
Sports,"Money was so tight that George Halas carried equipment, wrote press releases, sold tickets, taped ankles, played and coached for the Decatur club."
Sports,"Sports and education
Research suggests that sports have the capacity to connect youth to positive adult role models and provide positive development opportunities, as well as promote the learning and application of life skills."
Sports,The rise of indoor American football from the late 1980s allowed smaller-scale professional football to be viable.
Sports,In the 1920s some cricketers from the Caribbean played professional cricket in Britain.
Sports,Basketball mainly became popular in the early 1980s when Magic Johnson and Larry Bird joined the NBA and lead their teams to multiple NBA titles.
Sports,"Rugby football
Rugby union was strictly an amateur sport throughout the 19th and most of the 20th century."
Sports,"In Europe, ""cup"" competitions are more common, with all teams playing in a single-elimination tournament that takes place during and parallel with the regular season."
Sports,"[citation needed] Much of the growth in income for sports and athletes has come from broadcasting rights; for example, the most recent television contract for the NFL is valued at nearly US$5 billion per year."
Sports,"Disputes between the players' union and the owners have at times halted baseball for months at a time (e.g., 1994–95 player strike)."
Sports,"Two distinct circuits formed: the Pacific Coast Hockey Association in western Canada and the northwestern U.S., and the National Hockey Association of central Canada, both of which competed for the then-independent Stanley Cup."
Sports,"During the British rule of Bengal, British and European sports began to supplant traditional Bengali sports, resulting in a loss of native culture."
Sports,The Basketball Association of America was established in 1946 and three years later became the modern National Basketball Association.
Sports,"Since then, the number of Designated Players per team has increased to three, with each counting for $530,000 of cap room in 2019."
Sports,"In 2012 the average MLB salary was $3,440,000, the median salary was $1,075,000, and the minimum salary had grown to four times the inflation-adjusted average salary in 1970 ($480,000)."
Sports,"In professional sports, as opposed to amateur sports, participants receive payment for their performance."
Sports,"The inclusion of mind sports within sport definitions has not been universally accepted, leading to legal challenges from governing bodies in regards to being denied funding available to sports."
Sports,"Both attendance in person and viewing remotely can incur a sometimes substantial charge, such as an entrance ticket, or pay-per-view television broadcast."
Sports,"Other Egyptian sports included javelin throwing, high jump, and wrestling."
Sports,The highest-paid player for the 2010–11 Bundesliga season was Franck Ribéry of Bayern Munich who received a salary of €6.3 million after income tax.
Sports,"American football
Main article: Professional football (gridiron)
In the NFL average annual salaries by position in 2009 were:

Quarterback $1,970,982 (this is a mean that covers both starting quarterbacks and backups; starters regularly draw salaries of over $30,000,000 as of 2024)
Running back $957,360
Defensive tackle $1,223,925
Association football
Main article: Professionalism in association football
Chinese Super League
The average salary of a player in the Chinese Super League was about ¥10.7 million (£1 million) for the 2011 season, up from ¥600,000 in the 2010 season."
Sports,"As with the Globetrotters, barnstorming teams sometimes emphasize spectacle over athletic competition."
Sports,"A competing league has historically arisen to attempt to challenge the NFL's dominance every 10 to 15 years, but none managed to maintain long-term operations independent of the NFL and only two—the All-America Football Conference of the late 1940s and the American Football League of the 1960s—were strong enough to successfully compete against the league before the NFL subsumed their operations."
Sports,"Ibrahimović was signed to his 2019 contract under MLS' Designated Player Rule, which was instituted in 2007 for the express purpose of attracting international stars."
Sports,"""football and rugby are the most popular sports in England"")."
Sports,"The modern-day descendant of the Soviet league, the Kontinental Hockey League, is fully professional and has some teams outside Russia, to the point where it has the resources to sign NHL veterans."
Sports,The final decision rests with the referee.
Sports,"They also criticize professional sports for fostering a commitment that competes with a Christian's primary commitment to God in opposition to 1 Corinthians 7:35, what they perceive to be a lack of conformity with the Methodistic doctrine of outward holiness in the players' and cheerleaders' ""immodest"" uniforms, its association with violence in opposition to Hebrews 7:26, what they perceive to be the extensive use of profanity among many players that contravenes Colossians 3:8–10, and the frequent presence of alcohol and other drugs at sporting events that go against a commitment to teetotalism."
Sports,"When teams competing for a tournament championship do not play the same teams the same number of times, it is known as an unbalanced schedule."
Sports,"Technology

These lights at the Melbourne Cricket Ground indicate the decision the third umpire makes following a review."
Sports,Both the National Basketball Association (NBA) and National Hockey League (NHL) are divided into Eastern and Western Conferences.
Sports,"The whereabouts of the Brunswick-Balke Collender Cup, only given out that one time, are unknown."
Sports,This has led to the specific phenomenon of spectator sport.
Sports,"Until the 1970s, because of strict contracts, the owners of baseball teams also virtually owned the players; the rules then changed so that players could become free agents within certain limits, free to sell their services to any team."
Sports,"The measurement of the result may be objective or subjective, and corrected with ""handicaps"" or penalties."
Sports,"Many groups use promotion and relegation, where the best-ranked team(s) in the lower division are promoted to the higher division for the next season, and the worst-ranked team(s) in the higher division are relegated to the lower division for the next season."
Sports,"Finally, until 2000, they were actually separate legal entities, unlike the conferences of other leagues."
Sports,The related sport of Canadian football was eventually professionalized by the 1950s with the evolution of the Canadian Football League.
Sports,"[citation needed]

It is common for popular sports to attract large broadcast audiences, leading to rival broadcasters bidding large amounts of money for the rights to show certain events."
Sports,The football World Cup attracts a global television audience of hundreds of millions; the 2006 final alone attracted an estimated worldwide audience of well over 700 million and the 2011 Cricket World Cup Final attracted an estimated audience of 135 million in India alone.
Sports,"From 1971, Olympic athletes were allowed to receive compensation and sponsorship, and from 1986, the IOC decided to make all professional athletes eligible for the Olympics, with the exceptions of boxing, and wrestling."
Sports,"Otherwise, the league may be required to classify itself as semi-professional, in other words, able to pay their players a small sum, but not enough to cover the player's basic costs of living."
Sports,"Examples of amateur philosophy include the muscular Christianity movement that informed the promotion of sports in the English public school system, and the Olympism advocated by Pierre de Coubertin, a force behind the revival of the modern Olympic Games."
Sports,"GAISF uses the following criteria, determining that a sport should:

have an element of competition
be in no way harmful to any living creature
not rely on equipment provided by a single supplier (excluding proprietary games such as arena football)
not rely on any ""luck"" element specifically designed into the sport."
Sports,"The term ""league"" is also sometimes applicable to competitions that would more traditionally be called tournaments, such as the UEFA Champions League, which is organized with multiple small round-robin competitions followed by a single elimination tournament to choose an overall winner."
Sports,"By the beginning of the 20th century, most large cities in the eastern United States had a professional baseball team."
Sports,The first head-to-head battles in the league occurred one week later as Dayton topped Columbus 14-0 and Rock Island pasted Muncie 45–0.
Sports,"In such a set-up, the team with the best record becomes champion, based on either a strict win–loss–tie system or on a points system where a certain number of points are awarded for a win, loss, or tie, while bonus points might also be added for teams meeting various criteria."
Sports,"When the rule was instituted, each team had one ""Designated Player"" slot with a salary cap charge of $400,000, but no limit on actual salary paid."
Sports,"Until recently, under Rule 21, the GAA also banned members of the British security forces and members of the RUC from playing Gaelic games, but the advent of the Good Friday Agreement in 1998 led to the eventual removal of the ban."
Sports,These trends are seen by many as contrary to the fundamental ethos of sport being carried on for its own sake and for the enjoyment of its participants.
Sports,"Sport is usually governed by a set of rules or customs, which serve to ensure fair competition."
Sports,"As many of these are based on existing sports modified to meet the needs of people with a disability, they are sometimes referred to as adapted sports."
Sports,These may be referred to as conferences or divisions.
Sports,"The conferences in the NFL, NBA, and NHL are further divided into subsets, all of which are called divisions."
Sports,"During this time, the NHL was both stagnant and restrictive in its policies, giving teams territorial advantages, having teams with multiple owners in the same family (thus allowing the best players to be stacked onto certain teams), and restricting its players' salaries through reserve clauses."
Sports,"For example, all Eastern bloc countries were populated with amateur players who were actually full-time athletes hired as regular workers of a company (aircraft industry, food workers, tractor industry) or organization (KGB, Red Army, Soviet Air Force) that sponsored what would be presented as an after-hours social sports society team for their workers."
Sports,"Both amateur and professional sports attract spectators, both in person at the sport venue, and through broadcast media including radio, television and internet broadcast."
Sports,"The NBA was slower to establish dominance of the sport than other sports in the United States, as it would not do so until 1976, when it absorbed four teams from the American Basketball Association."
Sports,"[citation needed]

In order to widen participation, and reduce the impact of losing on less able participants, there has been an introduction of non-competitive physical activity to traditionally competitive events such as school sports days, although moves like this are often controversial."
Sports,"In other words, all Soviet hockey players were de facto professionals who circumvented the amateur rules of the International Olympic Committee to retain their amateur status and compete in the Olympics."
Sports,Among other sports that originated in ancient Persia are polo and jousting.
Sports,"However, the onset of the Great Depression in the 1930s and Canada's entry into World War II, greatly reducing the league's player pool, led to the league's retrenchment to six markets: Boston, New York City, Chicago and Detroit in the U.S., and Toronto and Montreal in Canada."
Sports,"Some sports allow a ""tie"" or ""draw"", in which there is no single winner; others provide tie-breaking methods to ensure one winner."
Sports,"By these practices and enticements the ancient dictators so successfully lulled their subjects under the yoke, that the stupefied peoples, fascinated by the pastimes and vain pleasures flashed before their eyes, learned subservience as naïvely, but not so creditably, as little children learn to read by looking at bright picture books."
Sports,"A study published in the Proceedings of the National Academy of Sciences showed that when the home team wins the game before the election, the incumbent candidates can increase their share of the vote by 1.5 per cent."
Sports,"Meaning and usage
Etymology
The word ""sport"" comes from the Old French desport meaning ""leisure"", with the oldest definition in English from around 1300 being ""anything humans find amusing or entertaining""."
Sports,"An alternate system of league organization which is used primarily in Australia, Canada, and the United States is a closed model which always has the same teams playing, with occasional admission of expansion teams and relocation of existing teams."
Sports,"sports is one of the important part of life

Politics
Main article: Politics and sports
Benito Mussolini used the 1934 FIFA World Cup, which was held in Italy, to showcase Fascist Italy."
Sports,"The league's average salary was about $283,000 per year in 2015, but the median salary was then closer to $110,000."
Sports,"On occasion, such tensions can lead to violent confrontation among players or spectators within and beyond the sporting venue, as in the Football War."
Sports,"These are geographically based, and teams play their divisional opponents more than any others, and then play the other clubs in their conference more than their non-conference opponents."
Sports,"Sport became such a prominent part of their culture that the Greeks created the Olympic Games, which in ancient times were held every four years in a small village in the Peloponnesus called Olympia."
Sports,"Some feel this was an effective contribution to the eventual demolition of the policy of apartheid, others feel that it may have prolonged and reinforced its worst effects."
Sports,"In a race, for example, the time to complete the course is an objective measurement."
Sports,"In order to control the impact of technology on fair play, governing bodies frequently have specific rules that are set to control the impact of technical advantage between participants."
Sports,"Many professional athletes experience financial difficulties soon after retiring, due to a combination of bad investments, careless spending, and a lack of non-athletic skills."
Sports,Artifacts and structures suggest sport in China as early as 2000 BC.
Sports,"Attendances in women's leagues also tend to be lower than in men's, and there are fewer corporate sponsors, as well as less money from broadcasting rights."
Sports,"In the NFL, a referee can ask for a review from the replay booth, or a head coach can issue a challenge to review the play using replays."
Sports,"Games received little attention from the fans, and even less from the press."
Sports,"Sport betting is in some cases severely regulated, and in some cases is central to the sport."
Sports,"Records of performance are often kept, and for popular sports, this information may be widely announced or reported in sport news."
Sports,"Outside the highest leagues, however, the money professional athletes can earn drops dramatically, as fan bases are generally smaller and there are no television revenues."
Sports,"MLS' minimum player salary in 2019 is $70,250 for most players, and for players on the reserve roster (slots #25-28) the minimum salary is $56,250."
Sports,"The technology is not compulsory, but was used in the 2014 FIFA World Cup in Brazil, and the 2015 FIFA Women's World Cup in Canada, as well as in the Premier League from 2013–14, and the Bundesliga from 2015–16."
Sports,These teams do play in leagues and should not be confused with barnstorming teams that play truly non-league schedules.
Sports,Players in lower divisions make significantly less money.
Sports,"Whilst GAISF recognises a small number of mind sports, it is not open to admitting any further mind sports."
Sports,Sport and politics collided in the 1972 Olympics in Munich.
Sports,"Western cities acquired teams, either by luring them to move from eastern cities or by forming expansion teams with players made available by established teams."
Sports,"Due to this naming custom, it is common to use slightly different terms to discuss MLB."
Sports,"The closest to an international agreement on a definition is provided by the Global Association of International Sports Federations (GAISF), which is the association for all the largest international sports federations (including association football, athletics, cycling, tennis, equestrian sports, and more), and is therefore the de facto representative of international sport."
Sports,"Forward passes were rare, coaching from the sidelines was prohibited and players competed on both offense and defense."
Sports,"(April 2016) (Learn how and when to remove this template message)
Globe icon."
Sports,Michael Jordan also gained the NBA views with carrying the Chicago Bulls to six titles in the 1990s.
Sports,"[citation needed]

A study of US elections has shown that the result of sports events can affect the results."
Sports,"They also provide enjoyment to participants and, in some cases, entertainment to spectators."
Sports,"By 1926, the NHL had expanded to ten teams in Canada and the northeastern and midwestern United States."
Sports,"While players were not given diamond-encrusted rings, they did receive golden fobs in the shape of a football inscribed with the words ""World Champions."""
Sports,"Europe, Japan, Mexico also have American football leagues of varying levels that sign professional players."
Sports,"The WHA merged four of its remaining teams into the NHL in 1979, but had to give up most of its players, as they were still under NHL contract and had to return to their original teams."
Sports,"Rankings and leaderboards
Individual sports often use an alternative type of league organization where competitors are ranked against each other."
Sports,"American English uses ""sports"" for both terms."
Sports,The International Olympic Committee who oversee the Olympic Games recognises both chess and bridge as sports.
Sports,Widespread gender discrepancies hamper the support and appreciation of female athletes in professional sports.
Sports,"According to Council of Europe, European Sports Charter, article 2.i, ""'Sport' means all forms of physical activity which, through casual or organised participation, aim at expressing or improving physical fitness and mental well-being, forming social relationships or obtaining results in competition at all levels."""
Sports,Please help improve this article by adding citations to reliable sources in this section.
Sports,"In the United States, some of these problems are mitigated by the fact that the college sports system ensures most professional athletes receive a college education with no student debt, a legacy that provides them with a career path after their sports career ends."
Sports,There is also no high-quality studies that investigate the effect of such interventions in promoting healthy behaviour change in the community.
Sports,"[citation needed]

Participation
Gender participation
See also: Women's sports and Women's professional sports

International level female athletes at ISTAF Berlin, 2006
Female participation in sports continues to rise alongside the opportunity for involvement and the value of sports for child development and physical fitness."
Sports,"Because Canadians made up the vast majority of hockey players, early American professional leagues imported almost all of their players before Canadian leagues began to form in the wake of a mining boom, depriving the U.S. leagues and teams of talented players."
Sports,"A loss had the opposite effect, and the effect is greater for higher-profile teams or unexpected wins and losses."
Sports,Technology plays an important part in modern sport.
Sports,"Premier League

Liverpool Footballer Steven Gerrard preparing to strike the ball, 2005
The average salary of a player in the English Premier League was about £2.6 million in the 2017–18 season, compared with about £1.2 million in 2007–08 and £676,000 in 2006–07."
Sports,"There has been an increase in the application of the term ""sport"" to a wider set of non-physical challenges such as video games, also called esports (from ""electronic sports""), especially due to the large scale of participation and organised competition, but these are not widely recognised by mainstream sports organisations."
Sports,"""children taking part in sport""), with ""sports"" used to describe multiple activities (e.g."
Sports,This organization is still used in many team sports around the world.
Sports,Activists for education and the war on drugs encourage youth sport as a means to increase educational participation and to fight the illegal drug trade.
Sports,"Single-table versus unbalanced schedule
The simplest way to organize a sports league, and still one of the most common, is in a double round-robin format where each team plays each other team twice, once at home and once away."
Sports,They are considered two of the best players of all time usually underneath Michael Jordan.
Sports,"In the Spanish La Liga, the average salary for the players of Lionel Messi's club FC Barcelona was €6.5 million for the 2010–2011 La Liga season, up from €5.5 million for the 2009–2010 La Liga season."
Sports,A prominent professional baseball circuit known as Nippon Professional Baseball (NPB) also developed in Japan.
Sports,"As a means of controlling and subduing populations
Étienne de La Boétie, in his essay Discourse on Voluntary Servitude describes athletic spectacles as means for tyrants to control their subjects by distracting them."
Sports,"You may improve this section, discuss the issue on the talk page, or create a new section, as appropriate."
Sports,"La Liga
Lionel Messi of FC Barcelona is the world's second highest-paid player receiving a salary of £29.6 million (over US$45 million) a year after income taxation and which also includes the incomes of Messi's bonuses and endorsements."
Sports,"Do not imagine that there is any bird more easily caught by decoy, nor any fish sooner fixed on the hook by wormy bait, than are all these poor fools neatly tricked into servitude by the slightest feather passed, so to speak, before their mouths."
Sports,"Cricket
In the Indian Premier League in 2019, players earn an average of $101,444, and a median salary of $72,450, per week."
Sports,"Competition

Horse racing
There are opposing views on the necessity of competition as a defining element of a sport, with almost all professional sports involving competition, and governing bodies requiring competition as a prerequisite of recognition by the International Olympic Committee (IOC) or GAISF."
Sports,"There are many shades of judging between boxing and mixed martial arts, where victory is assigned by judges if neither competitor has lost at the end of the match time."
Sports,"Female athletes struggle to obtain the same degree of visibility and sponsorship opportunities as male athletes, whose accomplishments frequently dominate mainstream sports coverage."
Sports,Until recently the GAA continued to ban the playing of football and rugby union at Gaelic venues.
Sports,"A championship game was established in 1933, a draft was established in 1936, and schedules were standardized in the 1930s."
Sports,The exception is tennis where women tend to have salaries comparable to those of their male counterparts.
Sports,"Laestadian Lutherans, who belong to the Pietistic Lutheran tradition, likewise teach that ""Competitive sports are not acceptable, but we should maintain fitness through various forms of exercise."""
Sports,"In other sports, the rankings and leaderboards gain importance when they are used in seeding tournaments."
Sports,"Conferences and informal leagues
American college sports are traditionally organized into groups of teams known as conferences."
Sports,Thus the two leagues played mostly separate competitions within the larger framework of MLB.
Sports,"For example, the National Football League (NFL) is divided into the National Football Conference and American Football Conference; the latter conference was formed largely from the remnants of the American Football League after it merged with the NFL, though it now contains three original NFL teams and three expansion teams."
Sports,"Some organisations, such as the Council of Europe, preclude activities without any physical element from classification as sports."
Sports,"Since 2008, a decision review system for players to review decisions has been introduced and used in ICC-run tournaments, and optionally in other matches."
Sports,"History

This section needs additional citations for verification."
Sports,receiving an average salary of £2 million in that season.
Sports,"Because Canada has a tenth of the population of the United States, the ability to make money from television was much lower, and although some of the cities of Canada were comparable to the major markets of the U.S., teams in places such as Saskatchewan and Hamilton were in markets quite small compared to even the small markets of the NFL, thus the CFL pays significantly less than other major professional leagues, though enough to be considered fully professional."
Sports,"Leagues and league systems
""League"" and its synonyms may be used to encompass either a single competition or a related group of competitions."
Sports,"For instance, the Council of Europe include all forms of physical exercise, including those competed just for fun."
Sports,"SportAccord, the international sports federation association, recognises five non-physical sports: bridge, chess, draughts, Go and xiangqi."
Sports,One potential drawback of this simple double round-robin format is that the number of teams in the league determines the schedule.
Sports,"In the United States and Canada, most lower-end professional leagues run themselves as affiliated farm teams, effectively agreeing to develop younger players for eventual play in the major leagues in exchange for subsidizing those players' salaries; this is known as the minor league system and is most prevalent in professional baseball and professional ice hockey."
Sports,"Founded in 1934, the league emerged as an international force after World War II."
Sports,"With no established guidelines, the number of games played—and the quality of opponents scheduled—by APFA teams varied, and the league did not maintain official standings."
Sports,"Professionalism became prevalent, further adding to the increase in sport's popularity, as sports fans followed the exploits of professional athletes – all while enjoying the exercise and competition associated with amateur participation in sports."
Sports,"Round-robin sports leagues
Most major team sports play some form of round-robin schedule, where the goal is for each team to play a relatively balanced schedule with each other team in the league or in its league subdivision."
Sports,"Sport is generally recognised as system of activities based in physical athleticism or physical dexterity, with major competitions admitting only sports meeting this definition."
Sports,"Mass media and increased leisure have brought larger audiences, so that sports organizations or teams can command large incomes."
Sports,The legacy of two APFA franchises continues.
Sports,"gender, weight and age)."
Sports,"Some sports, or individual competitions within a sport, retain a policy of allowing only amateur sport."
Sports,There is no team movement between the higher major league and the lower minor leagues.
Sports,"After several leagues came and went in the 19th century, the National League (founded in 1876) and American League (recognized as a major league in 1903) were established as the dominant leagues by the early 20th century."
Sports,"A number of contests may be arranged in a tournament format, producing a champion."
Sports,"As a result, more sportspeople can afford to make sport their primary career, devoting the training time necessary to increase skills, physical condition, and experience to modern levels of achievement."
Sports,Premier League salaries have boomed in more recent years thanks to massive television deals and wealthy new investors in clubs.
Sports,"Many sports leagues make an annual champion by arranging games in a regular sports season, followed in some cases by playoffs."
Sports,"In that season, more than 20 players earned more than £10 million, led by Alexis Sánchez (£21.5 million) and Mesut Özil (£20.9 million)."
Sports,The high political and financial stakes involved in sport have ensured that this tension has remained strong.
Sports,"Plays, farces, spectacles, gladiators, strange beasts, medals, pictures, and other such opiates, these were for ancient peoples the bait toward slavery, the price of their liberty, the instruments of tyranny."
Sports,"Some leagues also break the league into subunits, often known as divisions and conferences, each of which may itself play a balanced or unbalanced schedule."
Sports,"In some sports, such as horse racing, the main goal of the entrants is to win individual purses, and there is little or no ranking or competition outside winning certain major races."
Sports,"Nationalism is often evident in the pursuit of sport, or in its reporting: people compete in national teams, or commentators and audiences can adopt a partisan view."
Sports,"The most victorious team in each league was said to have won the ""pennant;"" the two pennant winners met after the end of the regular season in the World Series."
Sports,"In Europe, the term ""cup competition"" is used to describe single elimination or knock-out tournaments, where the pairing of teams in each round is determined by a ""draw"" (see for example, the FA Cup in England), to distinguish it from league competition, in which every club in the league or division plays the other teams a pre-determined number of times in a season, usually on a home and away basis."
Sports,"However, a number of competitive, but non-physical, activities claim recognition as mind sports."
Sports,"NPB is considered to be the highest caliber of baseball outside the U.S. major leagues, and the best Japanese players often emigrate to the U.S. by way of the posting system."
Sports,Female players account for 39% of the total participation in US interscholastic athletics.
Sports,"Baseball has a unique nomenclature, with ""Major League Baseball"" (MLB) the name of the overall grouping of 30 teams in two ""major leagues"", the American League (AL) and the older National League (NL)."
Sports,The examples and perspective in this section deal primarily with USA and do not represent a worldwide view of the subject.
Sports,"Examples of this are motorsport, tennis, golf, skiing, beach volleyball and rugby sevens."
Sports,"In the United States, Mexico, and some other countries, these tournaments are commonly called ""playoffs"" and are played at the end of the season, with the teams qualifying for the playoffs based on their performance during the season."
Sports,"With most of the small-market teams except the Green Bay Packers squeezed out of the NFL by the time of the Great Depression, multiple attempts at teams in the major cities of Washington, New York, Detroit, Cleveland, and Philadelphia failed before, eventually, their current representatives took root (though Boston proved particularly problematic until the New England Patriots were accepted into the NFL in 1970); the NFL expanded coast-to-coast, the first of the four major leagues to do so, in 1946 with the Los Angeles Rams and admitted the San Francisco 49ers four years later; the NFL did not enter the Southern United States until admitting the Dallas Cowboys, Atlanta Falcons and New Orleans Saints in the 1960s."
Sports,The winner of at least four games (out of a possible seven) was the champion for that year.
Sports,"Serie A
In the Italian top league, Serie A, the average salary was about €5 million for the 2010–2011 Serie A season, up from €1 million in the 2005–2006 Serie A season."
Sports,"Per Forbes 2021 ranking, the highest-paid athletes include Cristiano Ronaldo, Lionel Messi, Naomi Osaka, Tiger Woods, Serena Williams and wrestler-turned-actor The Rock."
Sports,"Amid pressure from television networks that were threatening to offer the WHL a contract, the NHL doubled in size in 1967, beginning a period of expansion that lasted through much of the 1970s."
Sports,"Youth participation
See also: College sports
Youth sport presents children with opportunities for fun, socialisation, forming peer relationships, physical fitness, and athletic scholarships."
Sports,"Since its name is constructed differently—a description of the status of two leagues rather than the title of one—it is common to hear ""MLB"" without ""the"" attached to it, as in ""the most home runs in MLB this year"", since one would not say ""the Major League Baseball""."
Sports,"Baseball became popular in the 1920s, when Babe Ruth led the New York Yankees to several World Series titles and became a national hero on the strength of his home runs (balls that cannot be played because they have been hit out of the field)."
Sports,"Starting in the late 1950s, major league baseball expanded its geographical range."
Sports,Rioting or hooliganism by fans in particular is a problem at some national and international sporting contests.
Sports,"According to A.T. Kearney, a consultancy, the global sporting industry is worth up to $620 billion as of 2013."
Sports,There are over 60 countries that have leagues throughout the world.
Sports,Independent baseball is used similarly in the United States to describe baseball teams that play in leagues other than those sanctioned by Major League Baseball.
Sports,"This stagnation allowed other leagues to arise: the Western Hockey League soon became the de facto major league of the western states and provinces, and the second-tier American Hockey League emerged in a number of midwestern markets the NHL had neglected, in addition to a handful of small towns."
Sports,"In Europe, the introduction of professionalism varied widely, and the highest-caliber league on the continent, the Soviet Championship League (proven to be at least equal to or better than the NHL in the 1970s), was officially populated with ostensibly amateur players who were actually full-time sportspeople hired as regular workers of a company (aircraft industry, food workers, tractor industry) or organization (KGB, Red Army, Soviet Air Force) that sponsored what would be presented as an after-hours social sports society hockey team for their workers."
Sports,"The APFA, by 1922 known as the National Football League, has remained the predominant professional American football league in the United States, and, effectively, the entire world."
Sports,"In the history of Ireland, Gaelic sports were connected with cultural nationalism."
Sports,"Despite increases in female participation during the last three decades, a gap persists in the enrolment figures between male and female players in sports-related teams."
Sports,Motorised sports have appeared since the advent of the modern age.
Sports,"The widespread existence of gambling on the results of sports events creates a motivation for match fixing, where a participant or participants deliberately work to ensure a given outcome rather than simply playing to win."
Sports,Masked men entered the hotel of the Israeli Olympic team and killed many of their men.
Sports,"According to Robert W. Peterson's book ""Pigskin: The Early Years of Pro Football,"" APFA games averaged crowds of 4,241."
Sports,"As opposed to today's standard 17-game schedule, clubs in 1920 scheduled their own opponents and could play non-league and even college squads that counted toward their records."
Sports,"Larger leagues may not be able to play as many games as such a system would require, and smaller leagues may want more games."
Sports,The inaugural season was a struggle.
Sports,A Sport is a form of physical activity or game.
Sports,"Fair play
Sportsmanship
Main article: Sportsmanship
See also: Gamesmanship, Winning isn't everything; it's the only thing, and Moral development
Sportsmanship is an attitude that strives for fair play, courtesy toward teammates and opponents, ethical behaviour and integrity, and grace in victory or defeat."
Sports,"The popularity of spectator sport as a recreation for non-participants has led to sport becoming a major business in its own right, and this has incentivised a high paying professional sport culture, where high performing participants are rewarded with pay far in excess of average wages, which can run into millions of dollars."
Sports,"For instance, while the National Football League's teams can afford to pay their players millions of dollars each year and still maintain a significant profit, the second-highest American football league in the United States, the United Football League, consistently struggled to pay its bills and has continually lost money despite allotting its players only US$20,000 a year, and television networks made the league pay for television airtime instead of paying the league, making the league's business model unworkable."
Sports,Please help improve this section by adding citations to reliable sources.
Sports,"On 30 April 1921, team representatives voted the Akron Pros, which completed the season undefeated with eight wins and three ties while yielding only a total of seven points, the champion in spite of protests by the one-loss teams in Decatur and Buffalo, who each had tied Akron and had more wins, thanks in part to Akron's owner presiding over the meeting."
Sports,"Where someone might refer to ""the best quarterback in the league"" and be understood to mean the overall NFL, a similar mention of ""the best outfielder in the league"" is almost always a reference to the American or National League, while ""in all of baseball"" or similar is used to denote the larger status."
Sports,"Much as college football did for decades, the APFA determined its victor by ballot."
Sports,"Women tend to earn considerably less than men in such sports as basketball, golf, football (soccer), softball and baseball."
Sports,"In most sports played professionally there are many more amateur than professional players, though amateurs and professionals do not usually compete."
Sports,"Even as early as 2010–11, top players such as John Terry and Steven Gerrard could make up to £7 million per year with the players of Premier League club Manchester City F.C."
Sports,"According to Cooky, female athletes need more visibility to ensure their access to necessary resources and financial security, which has an impact on their professional development."
Sports,"In some such leagues having the best regular season record is relatively unimportant, though top-seeded teams in some leagues, such as the NFL, can gain byes to later rounds of the playoffs, and teams finishing with the best records usually have the advantage of playing the weakest teams that have advanced to the playoffs."
Sports,"Many sports exist, with different participant numbers, some are done by a single person with others being done by hundreds."
Sports,Truly it is a marvellous thing that they let themselves be caught so quickly at the slightest tickling of their fancy.
Sports,"Rules are in place to ensure fair play, but participants can break these rules in order to gain advantage."
Sports,"League organization
The common thread between all sports leagues is a structure that allows teams or individuals to compete against each other in a nonrandom order on a set schedule, usually called a season, with the results of the individual competitions being used to name an overall champion."
Sports,"By 2005, the average salary had increased to $2,632,655 ($4,107,103 inflation-adjusted) and the minimum salary was $316,000 (adjusted: $492,979)."
Technology,It aims to quantitatively and qualitatively explore the range of plausible futures and to incorporate human values in the development of new technologies.
Technology,"Modern technology increasingly relies on training and education – their designers, builders, maintainers, and users often require sophisticated general and specific training."
Technology,There are currently no vaccines able to prevent cancer in general.
Technology,"In 2003, David Gobel seed-funded the Methuselah Mouse Prize (Mprize) to encourage the development of new life extension therapies in mice, which are genetically similar to humans."
Technology,"Modern
Main articles: Industrial Revolution, Second Industrial Revolution, and Digital Revolution
Photo of a Ford Model T on a road
The automobile revolutionized personal transportation."
Technology,It often requires problem-solving under strict constraints.
Technology,"Despite this, modern technology is increasingly reliant on deep, domain-specific scientific knowledge."
Technology,"Nanotechnology will grant us the ability to manipulate matter ""at the molecular and atomic scale"", which could allow us to reshape ourselves and our environment in fundamental ways."
Technology,"This technology is believed to be one of the most important factors for the future of space travel, making it more accessible and also less polluting for the environment."
Technology,"Since the distinction between Technik and Technologie is absent in English, both were translated as technology."
Technology,"Third-stage philosophers like Don Ihde and Albert Borgmann represent a turn toward de-generalization and empiricism, and considered how humans can learn to live with technology."
Technology,Activates passive RFID chip.
Technology,"Information technology, particularly optical fiber and optical amplifiers led to the birth of the Internet, which ushered in the Information Age."
Technology,"However, critics of the risks of technological change, and even some advocates such as transhumanist philosopher Nick Bostrom, warn that some of these technologies could pose dangers, perhaps even contribute to the extinction of humanity itself; i.e., some of them could involve existential risks."
